mass,mass_error_min,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,updated_year,updated_month,updated_day,updated_hour,updated_dayofweek,updated_is_weekend
0.8,0.0078,0.1784,0.0078,0.0275,0.178,0.009,0.009,44.373,0.018,0.02,0.23735,0.00024,0.00024,0.072,0.014,0.013,89.95,0.2,0.5,0.019473,2002,356.0,22.0,22.0,2453983.0,3.0,3.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,10.48,0.21,0.21,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,133.1492129,28.33082083,5.95,7.96,4.59,4.14,4.015,12.5855,0.01235,0.01235,0.35,0.1,0.1,0.9,0.115,0.115,0.963,0.0654,0.0654,10.2,2.5,2.5,5250.0,147.574,147.574,2024,6,19,0,2,False
0.8,0.08,3.84,0.08,0.08,0.178,0.009,0.009,5574.2,5.0,5.0,5.446,0.02,0.02,0.0269,0.0065,0.061,89.95,0.2,0.5,0.466775,2002,254.0,32.0,32.0,2453490.0,437.0,437.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,45.2,0.4,0.4,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,133.1492129,28.33082083,5.95,7.96,4.59,4.14,4.015,12.5855,0.01235,0.01235,0.35,0.1,0.1,0.9,0.115,0.115,0.963,0.0654,0.0654,10.2,2.5,2.5,5250.0,147.574,147.574,2024,6,19,0,2,False
0.02703,0.00135,1.9,0.2,0.05,0.1737,0.00339,0.00339,0.7365478,1.2e-06,1.6e-06,0.015439,1.5e-05,1.5e-05,0.028,0.019,0.022,90.36,4.66,3.96,0.001264,2004,170.0,130.0,130.0,2449999.836,0.0001,0.0001,2454965.287,0.001,0.002,2455962.07,0.0018,0.0018,2454717.65,0.0007,0.00041,72.4,12.0,12.0,0.41,0.23,0.23,0.35,0.1,0.1,6.12,0.2,0.2,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,133.1492129,28.33082083,5.95,7.96,4.59,4.14,4.015,12.5855,0.01235,0.01235,0.35,0.1,0.1,0.9,0.115,0.115,0.963,0.0654,0.0654,10.2,2.5,2.5,5250.0,147.574,147.574,2024,6,19,0,2,False
0.8,0.0093,0.1479,0.0093,0.0219,0.178,0.009,0.009,260.91,0.36,0.36,0.7733,0.001,0.001,0.08,0.057,0.102,89.95,0.2,0.5,0.06329,2007,139.0,8.0,8.0,2451878.0,5.0,5.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,4.8,0.2,0.2,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,133.1492129,28.33082083,5.95,7.96,4.59,4.14,4.015,12.5855,0.01235,0.01235,0.35,0.1,0.1,0.9,0.115,0.115,0.963,0.0654,0.0654,10.2,2.5,2.5,5250.0,147.574,147.574,2024,6,19,0,2,False
0.8,0.0016,0.016,0.0016,0.0016,0.178,0.009,0.009,4.215,0.0006,0.0006,0.050201,5e-06,5e-06,0.12,0.11,0.11,89.95,0.2,0.5,0.005892,2009,105.0,54.0,54.0,2453369.166,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,199.6,-18.3111111,4.74,7.96,13.391,13.527,12.826,8.52,0.05,0.05,-0.01,0.1,0.1,0.95,0.03,0.03,0.94,0.029,0.029,8.96,3.0,3.0,5531.0,100.0,100.0,2023,8,28,0,0,False
0.8,0.0035,0.0573,0.0035,0.0035,0.178,0.009,0.009,38.021,0.034,0.034,0.2175,0.0001,0.0001,0.14,0.06,0.06,89.95,0.2,0.5,0.025528,2009,341.0,38.0,38.0,2453369.166,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,199.6,-18.3111111,4.74,7.96,13.391,13.527,12.826,8.52,0.05,0.05,-0.01,0.1,0.1,0.95,0.03,0.03,0.94,0.029,0.029,8.96,3.0,3.0,5531.0,100.0,100.0,2023,8,28,0,0,False
0.8,0.008,0.072,0.008,0.008,0.178,0.009,0.009,123.01,0.55,0.55,0.476,0.001,0.001,0.35,0.09,0.09,89.95,0.2,0.5,0.055869,2009,314.0,20.0,20.0,2453369.166,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,199.6,-18.3111111,4.74,7.96,13.391,13.527,12.826,8.52,0.05,0.05,-0.01,0.1,0.1,0.95,0.03,0.03,0.94,0.029,0.029,8.96,3.0,3.0,5531.0,100.0,100.0,2023,8,28,0,0,False
0.8,0.077,2.01,0.077,0.077,0.178,0.009,0.009,934.3,8.6,8.6,2.11,0.11,0.11,0.073,0.036,0.036,89.95,0.2,0.5,0.038664,2008,130.0,38.0,38.0,2455384.0,94.0,94.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,32.8,1.2,1.2,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,97.6958333,58.1627778,5.86,4.8,4.27,3.03,3.7,56.9,2.5,2.5,-0.13,0.02,0.02,1.7,0.2,0.2,5.2,0.3,0.3,4.37,4.0,1.0,4978.0,18.0,18.0,2021,4,11,0,6,True
0.8,0.1,6.6,0.2,0.05,0.178,0.009,0.009,116.67,0.01,0.01,0.48,0.001,0.001,0.43,0.03,0.0,89.95,0.2,0.5,0.021818,1996,2.1,2.0,2.0,2448990.403,0.5,0.5,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,202.1083333,13.7866667,5.0,7.96,13.391,13.527,12.826,22.0,1.0,1.0,-0.11,0.1,0.1,0.92,0.04,0.04,1.968,0.047,0.047,7.09,4.0,1.0,5432.0,100.0,100.0,2025,2,11,0,1,False
0.8,0.09,2.48,0.09,0.07,0.178,0.009,0.009,696.6,3.6,3.6,1.912,0.003,0.002,0.093,0.04,0.03,89.95,0.2,0.5,2e-05,2012,203.0,10.0,314.0,2455046.9,54.0,54.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,36.92,1.35,1.1,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,38.0375,-1.035,5.36,7.96,13.391,13.527,12.826,81.5,7.51,7.51,0.0,0.04,0.04,2.49,0.02,0.27,10.5,1.0,1.0,4.37,4.0,1.0,4846.0,18.0,18.0,2024,8,2,0,4,False
0.8,0.09,0.91,0.09,0.09,0.178,0.009,0.009,2052.0,40.0,46.0,3.929,0.058,0.052,0.023,0.03,0.0,89.95,0.2,0.5,2e-05,2023,123.0,6.0,156.0,2454285.0,181.0,106.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,9.44,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,38.0375,-1.035,5.36,7.96,13.391,13.527,12.826,81.5,7.51,7.51,0.0,0.04,0.04,2.49,0.02,0.27,10.5,1.0,1.0,4.37,4.0,1.0,4846.0,18.0,18.0,2024,7,31,0,2,False
0.8,0.03,0.215,0.03,0.03,0.178,0.009,0.009,75.82,0.4,0.4,0.35,0.001,0.001,0.28,0.15,0.15,89.95,0.2,0.5,0.009749,2000,41.0,22.0,22.0,2451547.2,4.1,4.1,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,38.8291667,-3.5605556,6.78,7.96,13.391,13.527,12.826,35.9,1.0,1.0,0.02,0.1,0.1,1.01,0.04,0.04,1.0,0.02,0.02,7.76,4.0,1.0,5533.0,100.0,100.0,2024,7,29,0,0,False
0.8,0.1,5.3,0.2,0.05,0.178,0.009,0.009,952.7,8.8,8.8,2.5,0.001,0.001,0.206,0.029,0.029,89.95,0.2,0.5,0.02572,2008,175.0,6.9,6.9,2452486.0,26.0,26.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,39.425,-3.3961111,5.65,7.96,3.94,3.38,3.27,97.2,9.2,9.2,-0.06,0.03,0.03,2.4,0.4,0.4,11.0,0.1,0.1,4.37,4.0,1.0,5770.0,100.0,100.0,2014,8,27,0,2,False
0.8,0.00053,0.00676,0.00053,0.00053,0.178,0.009,0.009,18.3142,0.002,0.002,0.1257,0.0005,0.0005,0.065,0.046,0.065,89.95,0.2,0.5,0.019917,2011,26.0,5.0,27.0,246083.26,0.54,0.54,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,0.61,0.05,0.05,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,49.9833333,-43.0697222,4.26,7.96,13.391,13.527,12.826,6.06,1.0,1.0,-0.38,0.06,0.06,0.813,0.012,0.018,0.9,0.03,0.03,14.0,5.0,6.0,5490.0,70.0,70.0,2024,11,4,0,0,False
0.8,0.0025,0.00793,0.0025,0.0016,0.178,0.009,0.009,89.68,0.1,0.1,0.3625,0.0016,0.0016,0.077,0.055,0.084,89.95,0.2,0.5,0.033597,2011,90.0,30.0,40.0,2460356.2,4.5,5.2,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,0.5,0.05,0.05,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,49.9833333,-43.0697222,4.26,7.96,13.391,13.527,12.826,6.06,1.0,1.0,-0.38,0.06,0.06,0.813,0.012,0.018,0.9,0.03,0.03,14.0,5.0,6.0,5490.0,70.0,70.0,2024,11,4,0,0,False
0.8,0.00179,0.01831,0.00179,0.00179,0.178,0.009,0.009,647.6,2.7,2.5,1.354,0.007,0.007,0.45,0.1,0.1,89.95,0.2,0.5,0.057739,2011,252.0,44.0,48.0,2459933.0,17.0,22.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,0.57,0.07,0.07,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,49.9833333,-43.0697222,4.26,7.96,13.391,13.527,12.826,6.06,1.0,1.0,-0.38,0.06,0.06,0.813,0.012,0.018,0.9,0.03,0.03,14.0,5.0,6.0,5490.0,70.0,70.0,2024,11,4,0,0,False
0.8,0.00271,0.01501,0.00271,0.00302,0.178,0.009,0.009,147.02,0.91,1.43,0.509,0.006,0.006,0.29,0.17,0.14,89.95,0.2,0.5,2e-05,2017,268.0,32.0,47.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,0.69,0.13,0.15,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,49.9833333,-43.0697222,4.26,7.96,13.391,13.527,12.826,6.06,1.0,1.0,-0.38,0.06,0.06,0.813,0.012,0.018,0.9,0.03,0.03,14.0,5.0,6.0,5490.0,70.0,70.0,2024,5,28,0,1,False
0.8,0.06,1.65,0.06,0.06,0.178,0.009,0.009,93.31,0.06,0.06,0.462,0.006,0.006,0.062,0.18,0.18,89.95,0.2,0.5,2e-05,2015,53.8,26.0,30.0,2457601.379,6.9,7.8,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,56.1,1.7,1.7,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,224.2,74.90083335,6.83,7.96,13.391,13.527,12.826,159.1,11.0,11.0,-0.03,0.02,0.02,1.8,0.1,0.1,9.9,0.4,0.4,1.7,0.2,0.2,4847.4,7.5,7.5,2024,1,11,0,3,False
0.8,0.12,1.37,0.12,0.12,0.178,0.009,0.009,466.2,1.7,1.7,1.305,0.016,0.016,0.063,0.062,0.062,89.95,0.2,0.5,0.06345,2003,346.0,55.0,55.0,2453757.0,72.0,72.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,29.3,2.1,2.1,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,48.1916667,-1.1958333,5.07,7.96,13.391,13.527,12.826,22.38,1.0,1.0,0.25,0.1,0.1,1.34,0.04,0.04,1.93,0.067,0.067,8.91,4.0,1.0,5984.0,100.0,100.0,2024,7,29,0,0,False
9.0,15.0,1.9,0.2,0.05,0.178,0.009,0.009,2.5,1e-05,1e-05,93.9,50.0,50.0,0.4,0.2,0.2,42.6,15.0,15.0,0.708333,2008,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,73.9416667,30.5511111,7.06,7.96,13.391,13.527,12.826,144.0,1.0,1.0,0.0,0.1,0.1,2.4,0.2,0.2,0.86,0.02,0.02,0.002,0.001,0.001,5770.0,100.0,100.0,2024,8,19,0,0,False
5.75,3.25,1.9,0.2,0.05,0.178,0.009,0.009,2.5,1e-05,1e-05,3.571,1.167,1.167,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2022,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,94.8,-58.0541667,9.16,7.96,13.391,13.527,12.826,47.3,1.8,1.8,0.04,0.02,0.02,1.0,0.04,0.04,0.86,0.02,0.02,0.03,4.0,1.0,5285.0,9.0,10.0,2025,1,28,0,1,False
3.75,0.5,1.9,0.2,0.05,1.3,0.15,0.15,8875.0,146.0,329.0,8.98,0.08,0.15,0.013,0.01,0.024,57.75,0.7,0.7,2e-05,2023,289.0,21.0,13.0,2459606.0,360.0,720.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,800.0,69.0,0.16,0.03,0.03,3.36,81.77083334,-11.90111113,6.3,7.96,13.391,13.527,12.826,26.843,0.014,0.014,0.19,0.02,0.02,1.2,0.06,0.06,1.25,0.06,0.06,0.024,0.003,0.003,6130.0,60.0,60.0,2024,11,12,0,1,False
0.8,0.2,1.8,0.2,0.2,0.178,0.009,0.009,380.8,0.3,0.3,1.2,0.001,0.001,0.25,0.03,0.03,89.95,0.2,0.5,0.059406,2011,89.16,6.84,6.84,2451213.52,7.36,7.36,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,31.7916667,23.4622222,2.01,7.96,13.391,13.527,12.826,20.2,1.0,1.0,-0.09,0.03,0.03,1.5,0.2,0.2,13.9,0.3,0.3,4.37,4.0,1.0,4553.0,15.0,15.0,2011,4,18,0,0,False
1.34,0.5,1.9,0.2,0.05,0.178,0.009,0.009,4170.0,1700.0,1700.0,4.01,1.34,1.68,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2025,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,324.5450417,26.46656944,12.0,7.96,13.391,13.527,12.826,1040.0,440.0,740.0,0.0,0.1,0.1,0.49,0.18,0.16,0.86,0.02,0.02,4.37,4.0,1.0,3680.0,204.0,307.0,2025,3,31,0,0,False
0.028,0.0084,1.9,0.2,0.05,0.4273,0.027,0.027,8.463446,5e-06,5e-06,0.07,0.007,0.007,0.07,0.04,0.09,88.4,0.23,0.23,2e-05,2020,-52.0,91.0,43.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2458330.351,0.0005,0.0005,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.5,0.05,0.05,0.35,0.1,0.1,3.8,1.0,1.0,569.5,4.5,5.1,1050.0,69.0,0.16,0.03,0.03,3.36,311.2916667,-31.34083335,8.6,7.96,13.391,13.527,12.826,9.79,0.04,0.04,0.0,0.1,0.1,0.5,0.03,0.03,0.75,0.03,0.03,0.022,0.003,0.003,3700.0,100.0,100.0,2024,7,26,0,4,False
0.0456,0.0107,1.9,0.2,0.05,0.2248,0.0223,0.0223,18.859023,2e-05,2e-05,0.119,0.01,0.01,0.18,0.08,0.08,89.09,0.2,0.2,2e-05,2020,72.0,42.0,57.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2458330.351,0.0005,0.0005,2454717.65,0.0007,0.00041,67.8,49.0,32.0,0.26,0.18,0.2,0.35,0.1,0.1,4.7,1.0,1.0,436.0,3.4,3.9,1050.0,69.0,0.16,0.03,0.03,3.36,311.2916667,-31.34083335,8.6,7.96,13.391,13.527,12.826,9.79,0.04,0.04,0.0,0.1,0.1,0.5,0.03,0.03,0.75,0.03,0.03,0.022,0.003,0.003,3700.0,100.0,100.0,2025,5,26,0,0,False
0.003187,0.000459,1.9,0.2,0.05,0.178,0.009,0.009,12.73812,0.00128,0.00128,0.036,0.001,0.001,0.00097,0.00042,0.00042,88.1,0.43,0.43,2e-05,2022,357.0,2.9,2.9,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2458333.321,0.35836,0.35836,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,311.2916667,-31.34083335,8.6,7.96,13.391,13.527,12.826,9.79,0.04,0.04,0.0,0.1,0.1,0.5,0.03,0.03,0.75,0.03,0.03,0.022,0.003,0.003,3700.0,100.0,100.0,2023,2,23,0,3,False
0.8,8.2e-05,0.000941,8.2e-05,8.2e-05,0.178,0.009,0.009,3.1542,0.0004,0.0004,0.02294,0.00033,0.00033,0.03,0.02,0.03,89.95,0.2,0.5,2e-05,2024,3.8,121.0,118.0,2460243.38,0.09,0.09,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,0.44,0.036,0.036,438.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,269.4541667,4.693333355,9.5,7.96,13.391,13.527,12.826,1.82823,0.00013,0.00013,-0.56,0.1,0.1,0.162,0.007,0.007,0.185,0.006,0.006,8.5,1.5,1.5,3195.0,28.0,28.0,2025,3,12,0,2,False
0.8,9e-05,0.001054,9e-05,9e-05,0.178,0.009,0.009,4.1244,0.0006,0.0006,0.0274,0.0004,0.0004,0.08,0.06,0.06,89.95,0.2,0.5,2e-05,2024,90.8,38.0,39.0,2460242.92,0.1,0.1,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,0.44,0.04,0.04,400.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,269.4541667,4.693333355,9.5,7.96,13.391,13.527,12.826,1.82823,0.00013,0.00013,-0.56,0.1,0.1,0.162,0.007,0.007,0.185,0.006,0.006,8.5,1.5,1.5,3195.0,28.0,28.0,2025,3,12,0,2,False
0.8,7.6e-05,0.000827,7.6e-05,7.6e-05,0.178,0.009,0.009,2.3402,0.0003,0.0003,0.0188,0.0003,0.0003,0.04,0.03,0.05,89.95,0.2,0.5,2e-05,2024,-51.8,94.0,191.0,2460243.7,0.08,0.08,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,0.43,0.036,0.036,483.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,269.4541667,4.693333355,9.5,7.96,13.391,13.527,12.826,1.82823,0.00013,0.00013,-0.56,0.1,0.1,0.162,0.007,0.007,0.185,0.006,0.006,8.5,1.5,1.5,3195.0,28.0,28.0,2025,3,12,0,2,False
0.8,9e-05,0.0006,9e-05,9e-05,0.178,0.009,0.009,6.7392,0.003,0.003,0.0381,0.0005,0.0005,0.04,0.03,0.04,89.95,0.2,0.5,2e-05,2024,-27.5,96.0,137.0,2460245.3,0.37,0.37,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,0.22,0.037,0.037,340.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,269.4541667,4.693333355,9.5,7.96,13.391,13.527,12.826,1.82823,0.00013,0.00013,-0.56,0.1,0.1,0.162,0.007,0.007,0.185,0.006,0.006,8.5,1.5,1.5,3195.0,28.0,28.0,2025,3,12,0,2,False
10.9,1.6,1.9,0.2,0.05,0.178,0.009,0.009,1800000.0,825000.0,825000.0,556.0,17.0,17.0,0.4,0.4,0.0,143.0,15.0,15.0,2e-05,2021,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,220.4916667,-37.79361114,4.0,7.96,13.391,13.527,12.826,99.7,3.1,3.1,0.0,0.1,0.1,5.5,0.5,0.5,0.86,0.02,0.02,0.015,0.002,0.002,5770.0,100.0,100.0,2025,3,20,0,3,False
0.8,1.3,6.4,1.3,1.3,0.178,0.009,0.009,481.9,2.8,2.7,1.3,0.1,0.1,0.2,0.08,0.12,89.95,0.2,0.5,2e-05,2017,218.0,26.0,32.0,2453726.0,32.0,41.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,177.5648029,2.760131134,9.58,7.96,13.391,13.527,12.826,2618.0,564.0,564.0,-0.71,0.09,0.09,1.14,0.25,0.25,32.35,8.82,8.82,5.25,2.0,2.0,4095.0,20.0,20.0,2017,6,30,0,4,False
0.8,0.03,0.17,0.03,0.03,0.178,0.009,0.009,125.94,0.44,0.44,0.435,0.007,0.007,0.31,0.11,0.11,89.95,0.2,0.5,2e-05,2013,41.0,55.0,55.0,2455265.2,17.6,17.6,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,9.1,2.9,2.9,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,88.25,-5.9947,6.69,7.96,13.391,13.527,12.826,20.0,1.0,1.0,-0.14,0.17,0.17,0.7,0.04,0.04,0.86,0.02,0.02,4.4,4.0,4.0,4324.0,100.0,100.0,2021,4,11,0,6,True
0.8,0.0296,0.0582,0.0296,0.0365,0.178,0.009,0.009,487.0,26.0,26.0,1.06,0.07,0.07,0.02,0.02,0.24,89.95,0.2,0.5,2e-05,2014,275.0,85.0,275.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.03,1.06,1.17,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,88.25,-5.9947,6.69,7.96,13.391,13.527,12.826,20.0,1.0,1.0,-0.14,0.17,0.17,0.7,0.04,0.04,0.86,0.02,0.02,4.4,4.0,4.0,4324.0,100.0,100.0,2021,4,11,0,6,True
0.8,0.0044,0.0104,0.0044,0.0047,0.178,0.009,0.009,2.3946,0.00044,0.00036,0.03,0.003,0.003,0.03,0.03,0.24,89.95,0.2,0.5,2e-05,2019,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.13,0.81,0.89,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,88.25,-5.9947,6.69,7.96,13.391,13.527,12.826,20.0,1.0,1.0,-0.14,0.17,0.17,0.7,0.04,0.04,0.86,0.02,0.02,4.4,4.0,4.0,4324.0,100.0,100.0,2024,5,28,0,1,False
